decrypt:6,12                     1.0400    0.0100    1.0500    1.0538
crack:6,13                       1.4000    0.0100    1.4100    1.4197
decrypt:6,13                     1.0500    0.0000    1.0500    1.0629
crack:6,14                       1.6500    0.0000    1.6500    1.6716
decrypt:6,14                     1.0300    0.0000    1.0300    1.0442
crack:6,15                       1.8000    0.0100    1.8100    1.8285
decrypt:6,15                     1.0500    0.0100    1.0600    1.0586
crack:6,16                       2.0700    0.0100    2.0800    2.1000
decrypt:6,16                     1.0600    0.0000    1.0600    1.0765
crack:6,17                       2.3300    0.0100    2.3400    2.3674
decrypt:6,17                     1.0500    0.0000    1.0500    1.0687
crack:6,18                       2.8000    0.0100    2.8100    2.8882
decrypt:6,18                     1.0800    0.0100    1.0900    1.0921
crack:6,19                       2.9800    0.0100    2.9900    3.0261
decrypt:6,19                     1.0800    0.0100    1.0900    1.0992
crack:6,20                       3.3600    0.0100    3.3700    3.3968
decrypt:6,20                     1.1000    0.0100    1.1100    1.1188
crack:6,21                       3.8900    0.0200    3.9100    3.9446
decrypt:6,21                     1.1300    0.0100    1.1400    1.1427
crack:6,22                       4.1900    0.0100    4.2000    4.2403
decrypt:6,22                     1.1200    0.0000    1.1200    1.1245
crack:6,23                       4.8900    0.0200    4.9100    4.9632
decrypt:6,23                     1.1400    0.0100    1.1500    1.1630
crack:6,24                       5.2400    0.0100    5.2500    5.2961
decrypt:6,24                     1.1500    0.0100    1.1600    1.1674
crack:6,25                       5.7700    0.0200    5.7900    5.8377
decrypt:6,25                     1.1300    0.0100    1.1400    1.1506
crack:6,26                       6.5300    0.0200    6.5500    6.6692
decrypt:6,26                     1.4800    0.0100    1.4900    1.6375
crack:6,27                       7.1400    0.0200    7.1600    7.2804
decrypt:6,27                     1.2000    0.0000    1.2000    1.2150
crack:6,28                       7.7000    0.0200    7.7200    7.7843
decrypt:6,28                     1.2100    0.0000    1.2100    1.2258
crack:6,29                       8.7000    0.0300    8.7300    8.8119
decrypt:6,29                     1.2400    0.0100    1.2500    1.2674
crack:6,30                       9.3800    0.0300    9.4100    9.5030
decrypt:6,30                     1.2200    0.0100    1.2300    1.2286
crack:6,31                      10.4900    0.0300   10.5200   10.6121
decrypt:6,31                     1.2300    0.0100    1.2400    1.2444
crack:6,32                      11.2300    0.0400   11.2700   11.3673
decrypt:6,32                     1.2700    0.0000    1.2700    1.2917
crack:6,33                      12.8500    0.0400   12.8900   13.0320
decrypt:6,33                     1.3000    0.0000    1.3000    1.3181
crack:6,34                      14.3400    0.0400   14.3800   14.4959
decrypt:6,34                     1.3000    0.0100    1.3100    1.3176
crack:6,35                      16.1700    0.0400   16.2100   16.3539
decrypt:6,35                     1.3200    0.0100    1.3300    1.3310
crack:6,36                      17.8800    0.0500   17.9300   18.0898
decrypt:6,36                     1.3300    0.0000    1.3300    1.3448
crack:6,37                      19.9200    0.0600   19.9800   20.2647
decrypt:6,37                     1.3700    0.0100    1.3800    1.3895
crack:6,38                      21.6500    0.0700   21.7200   21.9640
decrypt:6,38                     1.4100    0.0100    1.4200    1.4294
crack:6,39                      23.6800    0.0800   23.7600   24.0667
decrypt:6,39                     1.4500    0.0000    1.4500    1.4720
crack:6,40                      25.7800    0.0800   25.8600   26.1485
decrypt:6,40                     1.4600    0.0000    1.4600    1.4780
crack:6,41                      28.2100    0.0900   28.3000   28.6263
decrypt:6,41                     1.4900    0.0000    1.4900    1.5121
crack:6,42                      30.4200    0.1000   30.5200   31.0585
decrypt:6,42                     1.5100    0.0000    1.5100    1.5412
crack:6,43                      32.7500    0.1100   32.8600   33.3537
decrypt:6,43                     1.5300    0.0100    1.5400    1.5612
crack:6,44                      34.6600    0.1100   34.7700   35.1650
decrypt:6,44                     1.5500    0.0100    1.5600    1.5819
crack:6,45                      38.1500    0.1200   38.2700   38.8349
decrypt:6,45                     1.6200    0.0000    1.6200    1.6608
crack:6,46                      40.1500    0.1300   40.2800   40.8328
decrypt:6,46                     1.6100    0.0000    1.6100    1.6382
crack:6,47                      43.8300    0.1400   43.9700   44.5951
decrypt:6,47                     1.6900    0.0100    1.7000    1.7107
crack:6,48                      46.2700    0.1500   46.4200   47.1180
decrypt:6,48                     1.7400    0.0100    1.7500    1.7813
crack:6,49                      50.2600    0.1600   50.4200   51.1646
decrypt:6,49                     1.7600    0.0100    1.7700    1.8076
crack:6,50                      52.4900    0.1700   52.6600   53.2727
decrypt:6,50                     1.8000    0.0100    1.8100    1.8403
crack:7,1                        0.1500    0.0000    0.1500    0.1532
decrypt:7,1                      0.7900    0.0100    0.8000    0.8085
crack:7,2                        0.2000    0.0000    0.2000    0.2110
decrypt:7,2                      0.7800    0.0100    0.7900    0.7916
crack:7,3                        0.2400    0.0000    0.2400    0.2356
decrypt:7,3                      0.8000    0.0000    0.8000    0.8049
crack:7,4                        0.2900    0.0000    0.2900    0.3008
decrypt:7,4                      0.8200    0.0000    0.8200    0.8289
crack:7,5                        0.3400    0.0000    0.3400    0.3408
decrypt:7,5                      0.8000    0.0000    0.8000    0.8115
crack:7,6                        0.4200    0.0000    0.4200    0.4208
decrypt:7,6                      0.8300    0.0000    0.8300    0.8482
crack:7,7                        0.5000    0.0000    0.5000    0.5086
decrypt:7,7                      0.9400    0.0000    0.9400    0.9974
crack:7,8                        0.5800    0.0000    0.5800    0.5919
decrypt:7,8                      0.8300    0.0100    0.8400    0.8443
crack:7,9                        0.6800    0.0000    0.6800    0.6840
decrypt:7,9                      0.8300    0.0000    0.8300    0.8450
crack:7,10                       0.7800    0.0000    0.7800    0.7881
decrypt:7,10                     0.8300    0.0100    0.8400    0.8561
crack:7,11                       0.9400    0.0100    0.9500    0.9533
decrypt:7,11                     0.9300    0.0000    0.9300    0.9662
crack:7,12                       1.0500    0.0100    1.0600    1.0697
decrypt:7,12                     0.8700    0.0000    0.8700    0.8796
crack:7,13                       1.3100    0.0000    1.3100    1.3407
decrypt:7,13                     0.8900    0.0000    0.8900    0.8983
crack:7,14                       1.4300    0.0000    1.4300    1.4586
decrypt:7,14                     0.9100    0.0000    0.9100    0.9177
crack:7,15                       1.5800    0.0100    1.5900    1.6080
decrypt:7,15                     0.9100    0.0000    0.9100    0.9203
crack:7,16                       1.8800    0.0100    1.8900    1.9121
decrypt:7,16                     0.9200    0.0000    0.9200    0.9318
crack:7,17                       2.0900    0.0100    2.1000    2.1236
decrypt:7,17                     0.8800    0.0000    0.8800    0.8953
crack:7,18                       2.2500    0.0100    2.2600    2.2809
decrypt:7,18                     0.8800    0.0100    0.8900    0.8907
crack:7,19                       2.7200    0.0100    2.7300    2.7616
decrypt:7,19                     1.1300    0.0400    1.1700    1.2414
crack:7,20                       3.0500    0.0100    3.0600    3.0777
decrypt:7,20                     1.0900    0.0100    1.1000    1.1271
crack:7,21                       3.4600    0.0100    3.4700    3.5173
decrypt:7,21                     0.9200    0.0000    0.9200    0.9255
crack:7,22                       3.8200    0.0100    3.8300    3.8788
decrypt:7,22                     0.9700    0.0100    0.9800    0.9813
crack:7,23                       4.4000    0.0100    4.4100    4.4946
decrypt:7,23                     0.9700    0.0100    0.9800    0.9797
crack:7,24                       5.1700    0.0200    5.1900    5.2748
decrypt:7,24                     0.9700    0.0000    0.9700    0.9773
crack:7,25                       5.5900    0.0200    5.6100    5.7047
decrypt:7,25                     1.0500    0.0000    1.0500    1.0645
crack:7,26                       6.2000    0.0300    6.2300    6.3181
decrypt:7,26                     0.9800    0.0000    0.9800    1.0080
crack:7,27                       6.8800    0.0300    6.9100    7.0140
decrypt:7,27                     1.0100    0.0100    1.0200    1.0285
crack:7,28                       7.8800    0.0200    7.9000    7.9862
decrypt:7,28                     1.0300    0.0000    1.0300    1.0458
crack:7,29                       8.8000    0.0300    8.8300    8.9462
decrypt:7,29                     1.0600    0.0100    1.0700    1.0760
crack:7,30                      10.1200    0.0400   10.1600   10.2840
decrypt:7,30                     1.2700    0.0100    1.2800    1.2996
crack:7,31                      11.7400    0.0400   11.7800   12.0205
decrypt:7,31                     1.1300    0.0100    1.1400    1.1562
crack:7,32                      12.4300    0.0500   12.4800   12.6213
decrypt:7,32                     1.1000    0.0000    1.1000    1.1182
crack:7,33                      14.1400    0.0500   14.1900   14.4040
decrypt:7,33                     1.1500    0.0100    1.1600    1.1717
crack:7,34                      15.0300    0.0500   15.0800   15.2951
decrypt:7,34                     1.1500    0.0100    1.1600    1.1664
crack:7,35                      15.9200    0.0500   15.9700   16.1811
decrypt:7,35                     1.1900    0.0000    1.1900    1.2156
crack:7,36                      18.5100    0.0600   18.5700   18.8352
decrypt:7,36                     1.2100    0.0000    1.2100    1.2719
crack:7,37                      21.4500    0.0900   21.5400   22.1364
decrypt:7,37                     1.3900    0.0100    1.4000    1.4485
crack:7,38                      22.3200    0.0800   22.4000   22.7775
decrypt:7,38                     1.3300    0.0000    1.3300    1.3585
crack:7,39                      23.2300    0.0800   23.3100   23.6320
decrypt:7,39                     1.3300    0.0100    1.3400    1.3686
crack:7,40                      25.9800    0.0900   26.0700   26.4341
decrypt:7,40                     1.3100    0.0100    1.3200    1.3312
crack:7,41                      27.7600    0.0900   27.8500   28.2308
decrypt:7,41                     1.3200    0.0000    1.3200    1.3415
